series,observed_epoch_s,package_C,mean_reported_MHz_P,mean_reported_MHz_E,cpu0_package_throttle_count
cool-02,1788839839.9371653,88.0,3902.0605833333334,2548.69225,26052785
cool-02,1788839840.4406953,100.0,3400.00275,2793.66325,26052828
cool-02,1788839840.9465733,100.0,3317.6658333333335,3168.01325,26052873
cool-02,1788839841.4502034,100.0,3400.0111666666667,2799.9963749999997,26052957
cool-02,1788839841.953048,97.0,1794.3408333333334,3012.3133749999997,26053004
cool-02,1788839842.4545813,98.0,3740.4623333333334,3099.967625,26053047
cool-02,1788839842.9592102,100.0,2999.9973333333332,2600.011875,26053094
cool-02,1788839843.4622107,100.0,3492.217416666667,2849.961625,26053151
cool-02,1788839843.9649096,100.0,1217.32825,2900.109625,26053201
cool-02,1788839844.4665365,100.0,1070.8733333333332,490.41724999999997,26053259
cool-02,1788839844.9683022,100.0,2990.6875833333334,2600.005,26053313
cool-02,1788839845.47523,100.0,3069.6707499999998,2600.0,26053373
